p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
2.52882160392598e-127	4.07535127136644	0.03	0.003	7.77587354991198e-123	granulomaD4	ENSMUSG00000074141.Il4i1
5.17094787117048e-127	0.451334876010692	0.768	0.682	1.59001476090621e-122	granulomaD4	ENSMUSG00000058267.Mrps14
5.91028712955334e-127	0.9083903910242	0.217	0.115	1.81735418946636e-122	granulomaD4	ENSMUSG00000031639.Tlr3
6.92079673607399e-127	2.23913314356402	0.055	0.012	2.12807578837539e-122	granulomaD4	ENSMUSG00000020218.Wif1
1.29683848829587e-126	0.747967001369717	0.321	0.194	3.98764866766096e-122	granulomaD4	ENSMUSG00000026377.Nifk
1.42338183477216e-126	1.05230224791659	0.184	0.091	4.37675680374091e-122	granulomaD4	ENSMUSG00000034248.Slc25a37
1.70350995129656e-126	0.617998670595582	0.49	0.345	5.23812274924179e-122	granulomaD4	ENSMUSG00000027195.Hsd17b12
2.19217514471684e-126	1.40266809391145	0.103	0.038	6.74071935248981e-122	granulomaD4	ENSMUSG00000098243.Gm4258
5.59749274710165e-126	4.53385800005025	0.025	0.001	1.72117304480629e-121	granulomaD4	ENSMUSG00000033213.AA467197
6.37255101147355e-126	0.981750724715949	0.15	0.067	1.959495710518e-121	granulomaD4	ENSMUSG00000051149.Adnp
6.83723717323505e-126	0.594167945618715	0.585	0.449	2.10238205839805e-121	granulomaD4	ENSMUSG00000025465.Echs1
8.08313716664909e-126	0.630917911751503	0.465	0.323	2.48548384737293e-121	granulomaD4	ENSMUSG00000023025.Larp4
8.14967291736075e-126	2.81284367262201	0.044	0.008	2.50594292535926e-121	granulomaD4	ENSMUSG00000022148.Fyb
1.05508135166997e-125	0.609407706721162	0.453	0.31	3.24426964825001e-121	granulomaD4	ENSMUSG00000032290.Ptpn9
3.76839995417307e-125	0.560023605736117	0.658	0.538	1.15874530190868e-120	granulomaD4	ENSMUSG00000021843.Ktn1
4.70028618587148e-125	0.558777165107235	0.578	0.435	1.44529099929362e-120	granulomaD4	ENSMUSG00000005103.Wdr1
6.94036255859543e-125	1.87301807654632	0.063	0.017	2.13409208314251e-120	granulomaD4	ENSMUSG00000029752.Asns
7.46388712715494e-125	2.87541473210539	0.041	0.007	2.29507065272887e-120	granulomaD4	ENSMUSG00000023236.Scg5
4.00662287504951e-124	0.557754875896646	0.579	0.446	1.23199646784897e-119	granulomaD4	ENSMUSG00000025511.Tspan4
9.54352045733172e-124	6.25846765555483	0.021	0.001	2.93453710542493e-119	granulomaD4	ENSMUSG00000004814.Ccl24
1.56236690082377e-123	0.998830954909808	0.169	0.081	4.804121983343e-119	granulomaD4	ENSMUSG00000016477.E2f3
2.01757705267138e-123	0.840871818369158	0.404	0.279	6.20384767925922e-119	granulomaD4	ENSMUSG00000028013.Ppa2
2.67447347100246e-123	1.0328584549701	0.175	0.086	8.22373847598546e-119	granulomaD4	ENSMUSG00000002699.Lcp2
4.54773566959149e-123	0.458194937917836	0.739	0.637	1.39838324104269e-118	granulomaD4	ENSMUSG00000029066.Mrpl20
7.22920744605208e-123	2.71500493212912	0.046	0.009	2.22290899758655e-118	granulomaD4	ENSMUSG00000092557.Gm8696
7.32787718929391e-123	0.799827811201673	0.233	0.128	2.25324895693598e-118	granulomaD4	ENSMUSG00000023947.Nfkbie
1.25313830739786e-122	0.448240644967664	0.772	0.701	3.85327498141766e-118	granulomaD4	ENSMUSG00000078427.Sarnp
1.33217169342642e-122	0.474758272177296	0.785	0.723	4.09629474011689e-118	granulomaD4	ENSMUSG00000019818.Cd164
2.0793930531129e-122	0.629603896953966	0.447	0.307	6.39392569901686e-118	granulomaD4	ENSMUSG00000021621.Zcchc9
2.76335874588794e-122	1.80224242333373	0.067	0.019	8.49705180773083e-118	granulomaD4	ENSMUSG00000050014.Apol10b
5.71914854697699e-122	0.648383704935648	0.461	0.321	1.75858098670995e-117	granulomaD4	ENSMUSG00000067365.Tmem128
7.17967361073624e-122	2.57892252901202	0.039	0.006	2.20767783856529e-117	granulomaD4	ENSMUSG00000046079.Lrrc8d
8.21563991954904e-122	0.806722992017127	0.239	0.131	2.52622711886214e-117	granulomaD4	ENSMUSG00000057147.Dph6
2.54582998051078e-121	1.44253122931065	0.071	0.021	7.8281726070726e-117	granulomaD4	ENSMUSG00000024030.Abcg1
2.9159893871055e-121	0.644587799511816	0.479	0.34	8.96637576641071e-117	granulomaD4	ENSMUSG00000098332.Pigbos1
3.51102429262343e-121	0.695556580719527	0.37	0.24	1.07960485973878e-116	granulomaD4	ENSMUSG00000054640.Slc8a1
4.55449061597437e-121	0.60999868092549	0.464	0.327	1.40046031950596e-116	granulomaD4	ENSMUSG00000022350.Washc5
7.01400108834258e-121	0.919720592168545	0.208	0.11	2.15673519465446e-116	granulomaD4	ENSMUSG00000064358.mt-Co3
2.15251067280893e-120	5.65267758576636	0.02	0	6.61875506782017e-116	granulomaD4	ENSMUSG00000021950.Anxa8
3.32294725003079e-120	3.45385099362733	0.027	0.002	1.02177304991197e-115	granulomaD4	ENSMUSG00000015652.Steap1
4.35206993968746e-120	0.713717768428804	0.362	0.232	1.3382179857545e-115	granulomaD4	ENSMUSG00000028741.Mrto4
7.74919096032648e-120	0.716683319710509	0.31	0.186	2.38279872839079e-115	granulomaD4	ENSMUSG00000027708.Dcun1d1
8.09942322123899e-120	3.00113984764079	0.034	0.004	2.49049164629878e-115	granulomaD4	ENSMUSG00000022831.Hcls1
8.71995927442497e-120	0.949716171682656	0.568	0.475	2.68130027729293e-115	granulomaD4	ENSMUSG00000067818.Myl9
1.1033196859863e-119	3.98491265460851	0.026	0.002	3.39259770243926e-115	granulomaD4	ENSMUSG00000060063.Alox5ap
1.23854752224334e-119	0.43403535563324	0.778	0.692	3.80840977614605e-115	granulomaD4	ENSMUSG00000090000.Ier3ip1
2.12541943079968e-119	5.66872911114324	0.02	0	6.53545220776594e-115	granulomaD4	ENSMUSG00000018916.Csf2
9.22582726032411e-119	1.23088936196062	0.174	0.088	2.83684962427706e-114	granulomaD4	ENSMUSG00000091243.Vgll3
9.48548222297476e-119	0.678740911426951	0.428	0.292	2.91669092874251e-114	granulomaD4	ENSMUSG00000074754.Smim26
1.544719067042e-118	0.858085007827152	0.423	0.296	4.74985665924746e-114	granulomaD4	ENSMUSG00000039195.1110008P14Rik
2.33772807510853e-118	3.79496644829041	0.027	0.002	7.18828005815123e-114	granulomaD4	ENSMUSG00000004266.Ptpn6
3.013309058928e-118	0.718726444618849	0.453	0.325	9.2656240252977e-114	granulomaD4	ENSMUSG00000015968.Cacna1d
3.76799704574993e-118	0.334784194482973	0.884	0.869	1.15862141159765e-113	granulomaD4	ENSMUSG00000020849.Ywhae
4.44812878135314e-118	0.777020137954661	0.336	0.217	1.36775511897828e-113	granulomaD4	ENSMUSG00000073555.Gm4951
4.95078890296771e-118	3.36566277910536	0.034	0.005	1.52231807977354e-113	granulomaD4	ENSMUSG00000082976.Gm15056
9.54681615865741e-118	0.844405224560469	0.23	0.126	2.93555050062557e-113	granulomaD4	ENSMUSG00000026029.Casp8
9.62251949514146e-118	1.53740746527489	0.092	0.033	2.95882851956105e-113	granulomaD4	ENSMUSG00000089665.Fcor
1.5055475800672e-117	0.61384482113544	0.442	0.3	4.62940825394862e-113	granulomaD4	ENSMUSG00000028277.Ube2j1
3.6716694168939e-117	1.22603433477185	0.113	0.046	1.1290016290007e-112	granulomaD4	ENSMUSG00000057036.Gm7536
4.16967320798998e-117	3.74839846483789	0.027	0.002	1.28213281472484e-112	granulomaD4	ENSMUSG00000003283.Hck
4.27255589711238e-117	0.583562006911941	0.525	0.386	1.31376821280309e-112	granulomaD4	ENSMUSG00000021116.Eif2s1
1.83188382592839e-116	4.57094905684558	0.025	0.002	5.63285957634719e-112	granulomaD4	ENSMUSG00000017737.Mmp9
2.16990294048219e-116	0.964448400518605	0.208	0.112	6.67223455168867e-112	granulomaD4	ENSMUSG00000104713.Gbp6
3.43704314909735e-116	2.41439040099547	0.04	0.007	1.05685639791594e-111	granulomaD4	ENSMUSG00000111875.Gm5425
3.51160603821099e-116	1.35594039740796	0.091	0.033	1.0797837406895e-111	granulomaD4	ENSMUSG00000086784.Isoc2a
3.85236668219065e-116	2.4413011267806	0.041	0.007	1.1845642311068e-111	granulomaD4	ENSMUSG00000056025.Clca3a1
4.73447463047226e-116	0.466086126291692	0.686	0.57	1.45580360412392e-111	granulomaD4	ENSMUSG00000013701.Timm23
5.4984296500481e-116	0.558992905559368	0.654	0.541	1.69071213309329e-111	granulomaD4	ENSMUSG00000078453.Abracl
5.58616261520236e-116	6.67266985978832	0.02	0	1.71768914254857e-111	granulomaD4	ENSMUSG00000000489.Pdgfb
1.05968838483671e-115	1.30889251929042	0.132	0.06	3.2584358145344e-111	granulomaD4	ENSMUSG00000073490.Ifi207
1.27841830784834e-115	0.631643795960263	0.461	0.323	3.93100845480285e-111	granulomaD4	ENSMUSG00000029376.Mthfd2l
2.17154893239066e-115	0.544400809995171	0.637	0.523	6.67729581220803e-111	granulomaD4	ENSMUSG00000019210.Atp6v1e1
2.85979627846194e-115	2.51091699540842	0.037	0.006	8.79358757664261e-111	granulomaD4	ENSMUSG00000087187.Gm13431
3.15360348409539e-115	3.52007803590474	0.069	0.021	9.69701535324492e-111	granulomaD4	ENSMUSG00000001020.S100a4
1.04956367743096e-114	0.671411972466628	0.423	0.289	3.22730335173245e-110	granulomaD4	ENSMUSG00000019837.Gtf3c6
1.94137654060604e-114	0.811736005290862	0.221	0.123	5.96953872470951e-110	granulomaD4	ENSMUSG00000060487.Samd5
2.19459998975188e-114	0.634896104954555	0.752	0.686	6.74817550848806e-110	granulomaD4	ENSMUSG00000087006.Gm13889
2.6442094766476e-114	4.70043847233284	0.021	0.001	8.13067971974372e-110	granulomaD4	ENSMUSG00000015355.Cd48
3.97645339796497e-114	1.13763206882748	0.406	0.299	1.22271965534025e-109	granulomaD4	ENSMUSG00000021994.Wnt5a
4.12973689507502e-114	1.60498819391851	0.318	0.211	1.26985279786662e-109	granulomaD4	ENSMUSG00000026208.Des
5.08940763077487e-114	1.03840620990333	0.176	0.09	1.56494195238696e-109	granulomaD4	ENSMUSG00000046688.Tifa
5.61667154364497e-114	1.61021380725429	0.088	0.032	1.72707033295539e-109	granulomaD4	ENSMUSG00000027858.Tspan2
8.63171378408954e-114	0.754028912950452	0.26	0.15	2.65416567146969e-109	granulomaD4	ENSMUSG00000071078.Nr2c2ap
1.29479332490622e-113	0.838071362565834	0.207	0.111	3.98135999475413e-109	granulomaD4	ENSMUSG00000024999.Noc3l
2.11699923827005e-113	0.989794826575464	0.161	0.079	6.50956095775658e-109	granulomaD4	ENSMUSG00000040699.Limd2
2.24938206368097e-113	0.509903285411059	0.919	0.927	6.9166249076126e-109	granulomaD4	ENSMUSG00000015932.Dstn
2.42698729320482e-113	0.396882029675184	0.815	0.766	7.46274322787551e-109	granulomaD4	ENSMUSG00000058799.Nap1l1
3.26448936458558e-113	0.453420367627412	0.729	0.63	1.00379783471642e-108	granulomaD4	ENSMUSG00000002102.Psmc3
3.39891225242385e-113	0.351384492957682	0.831	0.796	1.04513152849781e-108	granulomaD4	ENSMUSG00000030062.Rpn1
4.1886688665128e-113	2.58688109119022	0.035	0.005	1.28797378976402e-108	granulomaD4	ENSMUSG00000100131.Gm28439
6.95990694151531e-113	1.57975678206697	0.068	0.02	2.14010178544654e-108	granulomaD4	ENSMUSG00000083396.Gm15542
2.02746786096596e-112	0.693170241494128	0.375	0.249	6.23426092568423e-108	granulomaD4	ENSMUSG00000014592.Camta1
2.10206471989898e-112	0.26198229173861	0.947	0.983	6.46363880721736e-108	granulomaD4	ENSMUSG00000027422.Rrbp1
3.52591072763577e-112	0.706653364806452	0.319	0.199	1.08418228964072e-107	granulomaD4	ENSMUSG00000021929.Kpna3
4.9758511883091e-112	2.93182765778869	0.034	0.005	1.53002448189317e-107	granulomaD4	ENSMUSG00000021136.Smoc1
6.08205179530625e-112	0.519733764665283	0.894	0.874	1.87017010653872e-107	granulomaD4	ENSMUSG00000057666.Gapdh
6.36468933413344e-112	1.33966757230875	0.099	0.039	1.95707832335269e-107	granulomaD4	ENSMUSG00000024754.Cemip2
7.75933001206762e-112	1.2207665726334	0.106	0.043	2.38591638541067e-107	granulomaD4	ENSMUSG00000032452.Clstn2
9.62674587502324e-112	0.567348793728129	0.522	0.384	2.9601280891109e-107	granulomaD4	ENSMUSG00000000355.Mcts1
1.430519964676e-111	0.760287950027256	0.271	0.161	4.39870583938223e-107	granulomaD4	ENSMUSG00000005481.Ddx39
1.48147712890163e-111	0.942184104716589	0.189	0.098	4.55539402365963e-107	granulomaD4	ENSMUSG00000042228.Lyn
2.50852543905645e-111	1.44255223360107	0.079	0.027	7.71346487255467e-107	granulomaD4	ENSMUSG00000080848.Gm9385
3.02168997488891e-111	3.68822326428822	0.029	0.003	9.2913945037859e-107	granulomaD4	ENSMUSG00000024621.Csf1r
4.76488161255371e-111	0.447588342616668	0.896	0.887	1.46515344704414e-106	granulomaD4	ENSMUSG00000041736.Tspo
1.05290067678981e-110	10.4412129742728	0.017	0	3.23756429106099e-106	granulomaD4	ENSMUSG00000056071.S100a9
